NCBI_virus_name|Virus.GENBANK.accession|NCBI_host
Yersinia_phage_vB_YenP_AP5,_complete_genome_|NC_025451.1|Yersinia_enterocolitica
Dickeya_phage_RC-2014,_complete_genome_|NC_025452.1|Dickeya_sp.
Synechococcus_phage_S-CBP2,_complete_genome_|NC_025455.1|Synechococcus_sp._CB0208
Synechococcus_phage_S-CBP1,_complete_genome_|NC_025456.1|Synechococcus_sp._CB0101
Acinetobacter_phage_vB_AbaP_Acibel007,_complete_genome_|NC_025457.1|Acinetobacter_baumannii
Shewanella_sp._phage_1/41,_complete_genome_|NC_025458.1|Shewanella_sp.
Aeromonas_phage_pAh6-C,_complete_genome_|NC_025459.1|Aeromonas_hydrophila
Synechococcus_phage_S-CBP3,_complete_genome_|NC_025461.1|Synechococcus_sp._CB0101
Acinetobacter_phage_vB_AbaM_Acibel004,_complete_genome_|NC_025462.1|Acinetobacter_baumannii
Shewanella_sp._phage_1/44,_complete_genome_|NC_025463.1|Shewanella_sp.
Synechococcus_phage_S-CBP4,_complete_genome_|NC_025464.1|Synechococcus_sp._CB0101
Enterococcus_phage_EfaCPT1,_complete_genome_|NC_025465.1|Enterococcus_faecalis
Shewanella_sp._phage_3/49,_complete_genome_|NC_025466.1|Shewanella_sp.
Enterococcus_phage_vB_Efae230P-4,_complete_genome_|NC_025467.1|Enterococcus_faecium
Penicillium_roqueforti_ssRNA_mycovirus_1_strain_PRG42-7_RNA-dependent_RNA_polymerase_and_ORF2_genes,_complete_cds_|NC_024699.1|Penicillium_roqueforti
Feline_cyclovirus,_complete_genome_|NC_024700.1|Felis_catus
Cimodo_virus_strain_C74-CI-2004_segment_5,_complete_sequence_|NC_024919.1|Culex_nebulosus
Cimodo_virus_strain_C74-CI-2004_segment_6,_complete_sequence_|NC_024920.1|Culex_nebulosus
Synedrella_leaf_curl_alphasatellite_isolate_Synd-1,_complete_sequence_|NC_025244.1|Synedrella_nodiflora
Khujand_lyssavirus,_complete_genome_|NC_025385.1|
Salem_virus,_complete_genome_|NC_025386.1|Equus_caballus
Scophthalmus_maximus_rhabdovirus,_complete_genome_|NC_025387.1|Scophthalmus_maximus
Asian_prunus_virus_1_isolate_tatao5,_complete_genome_|NC_025388.1|Prunus_persica
Eggplant_mottled_dwarf_virus_isolate_Agapanthus,_complete_genome_|NC_025389.1|Agapanthus
Avian_paramyxovirus_9_strain_duck/New_York/22/1978,_complete_genome_|NC_025390.1|Anas_platyrhynchos
Almpiwar_virus_isolate_MRM4059,_complete_genome_|NC_025391.1|Cryptoblepharus_virgatus
Arboretum_virus_isolate_Lo-121,_complete_genome_|NC_025393.1|Culicidae
Perinet_virus,_complete_genome_|NC_025394.1|Culicidae
Puerto_Almendras_virus_isolate_LO-39,_complete_genome_|NC_025395.1|Ochlerotatus_fulvus
Kimberley_virus_isolate_CS368,_complete_genome_|NC_025396.1|Bos_taurus
Coastal_Plains_virus_strain_DPP53,_complete_genome_|NC_025397.1|Bos_taurus
Oak-Vale_virus_strain_CSIRO_1342,_complete_genome_|NC_025399.1|Culex_edwardsi
Malakal_virus_isolate_SudAr_1169-64,_complete_genome_|NC_025400.1|Mansonia_uniformis
Sunguru_virus_isolate_Ug#41,_complete_genome_|NC_025401.1|Gallus_gallus
Porcine_parainfluenza_virus_1_strain_S206N,_complete_genome_|NC_025402.1|Sus_scrofa_domesticus
Achimota_virus_1,_complete_genome_|NC_025403.1|Eidolon_helvum
Achimota_virus_2,_complete_genome_|NC_025404.1|Eidolon_helvum
Niakha_virus_isolate_DakArD_88909,_complete_genome_|NC_025405.1|
Dolphin_rhabdovirus_isolate_pxV1_1992,_complete_genome_|NC_025406.1|Lagenorhynchus_albirostris
Avian_paramyxovirus_11_isolate_common_snipe/France/100212/2010,_complete_genome_|NC_025407.1|Gallinago_gallinago
Lyssavirus_Ozernoe,_complete_genome_|NC_025408.1|
Tuhoko_virus_1,_complete_genome_|NC_025410.1|Pteropodidae
Boiling_Springs_Lake_RNA-DNA_hybrid_virus_clone_BSL_RDHV,_complete_genome_|NC_025411.1|
Melbournevirus_isolate_1,_complete_genome_|NC_025412.1|Acanthamoeba_castellanii
Spodoptera_frugiperda_rhabdovirus_isolate_Sf,_complete_genome_|NC_025382.1|Spodoptera_frugiperda
Sclerotinia_sclerotiorum_negative-stranded_RNA_virus_1_strain_AH98,_complete_genome_|NC_025383.1|Sclerotinia_sclerotiorum
Culex_tritaeniorhynchus_rhabdovirus_RNA,_complete_genome,_strain:_TY_|NC_025384.1|Culex_tritaeniorhynchus
Long_Island_tick_rhabdovirus_strain_LS1,_complete_genome_|NC_025340.1|Amblyomma_americanum
Fikirini_bat_rhabdovirus_isolate_KEN352,_complete_genome_|NC_025341.1|Macronycteris_commersoni
Kolente_virus_isolate_DakAr_K7292,_complete_genome_|NC_025342.1|Amblyomma
Sosuga_virus_isolate_2012,_complete_genome_|NC_025343.1|Homo_sapiens
Pneumovirus_dog/Bari/100-12/ITA/2012,_complete_genome_|NC_025344.1|Canis_lupus_familiaris
Sunshine_virus,_complete_genome_|NC_025345.1|Aspidites_melanocephalus
Rabbit_astrovirus_TN/2208/2010,_complete_genome_|NC_025346.1|Oryctolagus_cuniculus
Avian_paramyxovirus_7_strain_APMV-7/dove/Tennessee/4/75,_complete_genome_|NC_025347.1|Columbidae
Tuhoko_virus_2,_complete_genome_|NC_025348.1|Pteropodidae
Avian_paramyxovirus_penguin/Falkland_Islands/324/2007,_complete_genome_|NC_025349.3|Spheniscidae
Tuhoko_virus_3,_complete_genome_|NC_025350.1|Pteropodidae
Cedar_virus_isolate_CG1a,_complete_genome_|NC_025351.1|Pteropus_sp.
Mojiang_virus_isolate_Tongguan1,_complete_genome_|NC_025352.1|Rattus_tanezumi_sladeni
Vesicular_stomatitis_Alagoas_virus_Indiana_3,_complete_genome_|NC_025353.1|Equus_asinus_x_Equus_caballus
Tailam_virus_strain_TL8K,_complete_genome_|NC_025355.1|Rattus_andamanensis
Pike_fry_rhabdovirus_isolate_F4,_complete_genome_|NC_025356.1|Esox_lucius
Goutanap_virus_strain_F33/CI/2004,_partial_genome_|NC_025357.1|Culex_nebulosus
Berrimah_virus_strain_DPP_63,_complete_genome_|NC_025358.1|Bos_taurus
Moussa_virus_isolate_C23,_complete_genome_|NC_025359.1|Culex_decens
Atlantic_salmon_paramyxovirus_isolate_ASPV/Yrkje371/95,_complete_genome_|NC_025360.1|
Avian_paramyxovirus_5_strain_budgerigar/Kunitachi/74,_complete_genome_|NC_025361.1|Melopsittacus_undulatus
Xiburema_virus_isolate_XIBV/BE_AR_362159,_complete_genome_|NC_025362.1|Sabethes_intermedius
Avian_paramyxovirus_12_isolate_Wigeon/Italy/3920_1/2005,_complete_genome_|NC_025363.1|Mareca
Malpais_Spring_virus_strain_85-488NM,_complete_genome_|NC_025364.1|Ochlerotatus_campestris
Shimoni_bat_virus,_complete_genome_|NC_025365.1|Macronycteris_commersoni
Ustilaginoidea_virens_RNA_virus_L_isolate_GX-1,_complete_genome_|NC_025366.1|Ustilaginoidea_virens
Ustilaginoidea_virens_RNA_virus_M_isolate_GX-1,_complete_genome_|NC_025367.1|Ustilaginoidea_virens
Pan_troglodytes_verus_polyomavirus_1a_isolate_6444,_complete_genome_|NC_025368.1|Pan_troglodytes_verus
Pan_troglodytes_polyomavirus_3_isolate_6512,_complete_genome_|NC_025370.1|Pan_troglodytes_verus
Tench_rhabdovirus_S64,_complete_genome_|NC_025371.1|Tinca_tinca
Avian_paramyxovirus_3_strain_turkey/Wisconsin/68,_complete_genome_|NC_025373.1|Meleagris_gallopavo
Stygiolobus_rod-shaped_virus,_complete_genome_|NC_025375.1|
Grass_carp_rhabdovirus_V76,_complete_genome_|NC_025376.1|Ctenopharyngodon_idella
West_Caucasian_bat_virus,_complete_genome_|NC_025377.1|
Yug_Bogdanovac_virus,_complete_genome_|NC_025378.1|
Mamastrovirus_3_isolate_PAstV-GX1,_complete_genome_|NC_025379.2|Sus_scrofa
Gorilla_gorilla_gorilla_polyomavirus_1_isolate_5766,_complete_genome_|NC_025380.1|Gorilla_gorilla_gorilla
Tomato_mottle_wrinkle_virus_isolate_Ar:Pichanal:400_segment_DNA-A,_complete_sequence_|NC_025265.1|Solanum_lycopersicum
Tomato_mottle_wrinkle_virus_isolate_Ar:Pichanal:400_segment_DNA-B,_complete_sequence_|NC_025266.1|Solanum_lycopersicum
Erinnyis_ello_granulovirus,_complete_genome_|NC_025257.1|Erinnyis_ello
Sea_otter_polyomavirus_1_isolate_6831-13,_complete_genome_|NC_025259.1|Enhydra_lutris
Vanilla_distortion_mosaic_virus_isolate_VDMV-Cor,_complete_genome_|NC_025250.1|Coriandrum_sativum
Bokeloh_bat_lyssavirus_isolate_21961,_complete_genome_|NC_025251.1|Myotis_nattereri
Yam_virus_X_isolate_T551,_complete_genome_|NC_025252.1|Dioscorea_trifida
Farmington_virus_strain_CT_114,_complete_genome_|NC_025253.1|Aves
Carrot_thin_leaf_virus_isolate_CTLV-Cs,_complete_genome_|NC_025254.1|Coriandrum_sativum
Maraba_virus_from_Brazil,_complete_genome_|NC_025255.1|
Bat_Paramyxovirus_Eid_hel/GH-M74a/GHA/2009,_complete_genome_|NC_025256.1|Eidolon_helvum
Silurus_glanis_circovirus_isolate_H5,_complete_genome_|NC_025246.1|Silurus_glanis
Cygnus_olor_circovirus_isolate_H51,_complete_genome_|NC_025247.1|Cygnus_olor
Botryosphaeria_dothidea_victorivirus_1_isolate_GY25,_complete_genome_|NC_025214.1|Botryosphaeria_dothidea
Halovirus_VNH-1_genomic_sequence_|NC_025213.1|Nanohaloarchaea_archaeon_AB578-D14
Gyrovirus_GyV7-SF,_complete_genome_|NC_025215.1|
Circoviridae_SFBeef,_complete_genome_|NC_025216.1|
Bat_Hp-betacoronavirus/Zhejiang2013,_complete_genome_|NC_025217.1|Hipposideros_pratti
Leptopilina_boulardi_Toti-like_virus_strain_NSref_putative_coat_protein_and_RNA-dependent_RNA_polymerase_genes,_complete_cds_|NC_025218.2|Leptopilina_boulardi
Cripavirus_NB-1/2011/HUN,_complete_genome_|NC_025219.1|
Sweet_potato_leaf_curl_deltasatellite_2_isolate_1764E13,_complete_sequence_|NC_025220.1|Distimake_dissectus
Mikumi_yellow_baboon_virus_1_isolate_MYBV_M58,_complete_genome_|NC_025112.1|Papio_cynocephalus
Southwest_baboon_virus_1_isolate_SWBV_16986_11/4/2013,_complete_genome_|NC_025113.1|Papio_anubis
Salivirus_FHB,_complete_genome_|NC_025114.1|Homo_sapiens
Ralstonia_phage_RSY1_DNA,_complete_genome_|NC_025115.1|Ralstonia_solanacearum
Rose_leaf_rosette-associated_virus_isolate_RLRaV-CWR.1,_complete_genome_|NC_024906.1|Rosa_multiflora
Ancient_caribou_feces_associated_virus,_complete_genome_|NC_024907.1|
Torque_teno_Tadarida_brasiliensis_virus,_complete_genome_|NC_024908.1|Tadarida_brasiliensis
Caribou_associated_gemykrogvirus_1,_complete_genome_|NC_024909.1|
Dolichos_yellow_mosaic_virus_isolate_DA_segment_DNA_B,_complete_sequence_|NC_024779.1|Lablab_purpureus
Equine_hepacivirus_JPN3/JAPAN/2013_polyprotein_(POLY)_gene,_complete_cds_|NC_024889.1|Equus_caballus
Seal_anellovirus_3,_complete_genome_|NC_024890.1|Phoca_vitulina
Seal_anellovirus_2,_complete_genome_|NC_024891.1|Phoca_vitulina
Apodemus_sylvaticus_papillomavirus_1,_complete_genome_|NC_024893.1|Apodemus_sylvaticus
Bitter_gourd_yellow_vein_virus_isolate_BD12C8_segment_DNA-A,_complete_sequence_|NC_024894.1|Momordica_charantia
Bitter_gourd_yellow_vein_virus_isolate_BD12C8_segment_DNA-B,_complete_sequence_|NC_024895.1|Momordica_charantia
Faba_bean_necrotic_yellows_C1_alphasatellite_gene_for_replicase_|NC_024886.1|
Middelburg_virus_isolate_ArB-8422,_complete_genome_|NC_024887.1|Aedes_vittatus
Bufavirus-3_genes_for_NS1,_putative_VP1,_hypothetical_protein,_VP2,_complete_cds,_strain:_BTN-63_|NC_024888.1|Homo_sapiens
Ilomantsi_virus_isolate_M0724_polyprotein_gene,_complete_cds_|NC_024805.1|Culicidae
Lammi_virus_isolate_M0719_polyprotein_gene,_complete_cds_|NC_024806.1|Culicidae
Ethiopian_tobacco_bushy_top_virus_satellite_RNA_isolate_18-2,_complete_sequence_|NC_024807.1|Nicotiana_tabacum
Ethiopian_tobacco_bushy_top_virus_isolate_18-2,_complete_genome_|NC_024808.1|Nicotiana_benthamiana
Coccinia_mosaic_Tamil_Nadu_virus_isolate_TN_TDV_Coc_1_segment_DNA_A,_complete_sequence_|NC_024810.1|Coccinia_grandis
Pseudomonas_phage_MP48,_complete_genome_|NC_024782.1|Pseudomonas_aeruginosa_PA14
Enterobacteria_phage_EK99P-1,_complete_genome_|NC_024783.1|Escherichia_coli
Escherichia_phage_bV_EcoS_AHS24,_complete_genome_|NC_024784.1|Escherichia_coli
Acinetobacter_phage_YMC-13-01-C62,_complete_genome_|NC_024785.1|Acinetobacter_baumannii
Escherichia_phage_vB_EcoP_PhAPEC5,_complete_genome_|NC_024786.1|Escherichia
Listeria_phage_LMTA-148,_complete_genome_|NC_024787.1|Listeria_monocytogenes
Bacillus_phage_Riley,_complete_genome_|NC_024788.1|Bacillus
Escherichia_phage_bV_EcoS_AKS96,_complete_genome_|NC_024789.1|Escherichia_coli
Escherichia_phage_vB_EcoP_PhAPEC7,_complete_genome_|NC_024790.1|Escherichia_coli
Vibrio_phage_ICP2_2013_A_Haiti,_complete_genome_|NC_024791.1|Vibrio_cholerae
Bacillus_phage_Bobb,_complete_genome_|NC_024792.1|Bacillus_pumilus
Escherichia_phage_bV_EcoS_AHP42,_complete_genome_|NC_024793.1|Escherichia_coli
Escherichia_phage_vB_EcoM_PhAPEC2,_complete_genome_|NC_024794.1|Escherichia_coli
Marburg_marburgvirus_isolate_Ravn_virus/H.sapiens-tc/KEN/1987/Kitum_Cave-810040,_complete_genome_|NC_024781.1|Homo_sapiens
Loveridges_garter_snake_virus_1_strain_251327,_complete_genome_|NC_024778.1|Elapsoidea_loveridgei
Chicken_picornavirus_1_isolate_55C,_complete_genome_|NC_024765.1|Gallus_gallus
Chicken_picornavirus_2_isolate_44C,_complete_genome_|NC_024766.1|Gallus_gallus
Chicken_picornavirus_3_isolate_45C,_complete_genome_|NC_024767.1|Gallus_gallus
Chicken_picornavirus_4_isolate_5C,_complete_genome_|NC_024768.1|Gallus_gallus
Megrivirus_C2_isolate_27C,_complete_genome_|NC_024769.1|Gallus_gallus
Gallivirus_A1_isolate_518C,_complete_genome_|NC_024770.1|Gallus_gallus
Equid_herpesvirus_3_strain_AR/2007/C3A,_complete_genome_|NC_024771.1|Equus_caballus
Porcine_associated_porprismacovirus_5_isolate_DP3,_complete_genome_|NC_024772.1|Sus_scrofa
Porcine_associated_porprismacovirus_7_isolate_EP2-A,_complete_genome_|NC_024773.1|Sus_scrofa
Porcine_associated_porprismacovirus_9_isolate_FP1,_complete_genome_|NC_024774.1|Sus_scrofa
Porcine_associated_porprismacovirus_8_isolate_GP2,_complete_genome_|NC_024775.1|Sus_scrofa
Porcine_associated_porprismacovirus_6_isolate_XP1,_complete_genome_|NC_024776.1|Sus_scrofa
Small_begomovirus-associated_satellite_isolate_Sa19-S1,_complete_sequence_|NC_024777.1|Sida_acuta
Ball_python_nidovirus_strain_07-53,_complete_genome_|NC_024709.1|Python_regius
Ageratum_conyzoides_symtomless_alphasatellite_complete_sequence,_isolate_Okra,_clone_Neo_23_|NC_024710.1|Abelmoschus_esculentus
Penaeus_monodon_nudivirus,_complete_genome_|NC_024692.1|Penaeus_monodon
Elephant_endotheliotropic_herpesvirus_5_strain_Vijay,_complete_genome_|NC_024696.1|Elephas_maximus
Feline_astrovirus_D1_isolate_FAstV-D1,_complete_genome_|NC_024701.1|Felis_catus
Soybean_cyst_nematode_midway_virus_N-protein,_hypothetical_proteins,_glycoprotein,_and_putative_RNA_dependent_RNA_polymerase_genes,_complete_cds_|NC_024702.1|Heterodera_glycines
Alternaria_longipes_dsRNA_virus_1_strain_HN28,_complete_genome_|NC_024703.1|Alternaria_longipes
Cladosporium_cladosporioides_virus_1_putative_RNA-dependent_RNA_polymerase_gene,_complete_cds_|NC_024704.1|Cladosporium_cladosporioides
Cladosporium_cladosporioides_virus_1_segment_RNA2_hypothetical_protein_gene,_complete_cds_|NC_024705.1|Cladosporium_cladosporioides
Cladosporium_cladosporioides_virus_1_segment_RNA3_hypothetical_protein_gene,_complete_cds_|NC_024706.1|Cladosporium_cladosporioides
Cladosporium_cladosporioides_virus_1_segment_RNA4_hypothetical_protein_gene,_complete_cds_|NC_024707.1|Cladosporium_cladosporioides
Cladosporium_cladosporioides_virus_1_segment_RNA5_hypothetical_protein_gene,_complete_cds_|NC_024708.1|Cladosporium_cladosporioides
Lizard_adenovirus_2_isolate_23-06,_complete_genome_|NC_024684.1|Heloderma_horridum
Phomopsis_longicolla_hypovirus_isolate_ME711,_complete_genome_|NC_024685.1|Diaporthe_longicolla
Prunus_virus_T_isolate_Aze239,_complete_genome_|NC_024686.1|Prunus_domestica
Rose_leaf_curl_virus_isolate_AS24,_complete_genome_|NC_024687.1|Rosa
HCBI8.215_virus_complete_sequence_|NC_024689.1|
HCBI9.212_virus_complete_sequence_|NC_024690.1|
MSSI2.225_virus_complete_sequence_|NC_024691.1|
Sweet_potato_leaf_curl_Guangxi_virus_isolate_China:Guangxi5:2011,_complete_genome_|NC_024693.1|Ipomoea_batatas
Human_circovirus_VS6600022,_complete_genome_|NC_024694.1|Homo_sapiens
Rose_leaf_curl_betasatellite_isolate_AS23,_complete_sequence_|NC_024695.1|Rosa
Aureococcus_anophagefferens_virus_isolate_BtV-01,_complete_genome_|NC_024697.1|Aureococcus_anophagefferens
Peridroma_alphabaculovirus_isolate_GR_167,_complete_genome_|NC_024625.1|Peridroma
Blueberry_mosaic_associated_virus_RNA_2,_complete_sequence_|NC_024476.1|Vaccinium
McMurdo_Ice_Shelf_pond-associated_circular_DNA_virus-1_isolate_alg49-15,_complete_genome_|NC_024477.1|
McMurdo_Ice_Shelf_pond-associated_circular_DNA_virus-2_isolate_alg49-66,_complete_genome_|NC_024478.1|
McMurdo_Ice_Shelf_pond-associated_circular_DNA_virus-3_isolate_alg49-39,_complete_genome_|NC_024479.1|
McMurdo_Ice_Shelf_pond-associated_circular_DNA_virus-4_isolate_alg49-63,_complete_genome_|NC_024480.1|
McMurdo_Ice_Shelf_pond-associated_circular_DNA_virus-5_isolate_alg49-117,_complete_genome_|NC_024481.1|
McMurdo_Ice_Shelf_pond-associated_circular_DNA_virus-6_isolate_alg49-69,_complete_genome_|NC_024482.1|
McMurdo_Ice_Shelf_pond-associated_circular_DNA_virus-7_isolate_alg49-129,_complete_genome_|NC_024483.1|
McMurdo_Ice_Shelf_pond-associated_circular_DNA_virus-8_isolate_alg49-57,_complete_genome_|NC_024484.1|
Rosellinia_necatrix_fusarivirus_1_genomic_RNA,_complete_genome,_strain:_NW10_|NC_024485.1|Rosellinia_necatrix
Duck_adenovirus_2_strain_GR,_complete_genome_|NC_024486.1|Cairina_moschata
Drosophila_subobscura_Nora_virus,_complete_genome_|NC_024487.1|Drosophila_subobscura
Drosophila_immigrans_Nora_virus,_complete_genome_|NC_024488.1|Drosophila_immigrans
Asterionellopsis_glacialis_RNA_virus_genomic_RNA,_complete_genome,_isolate:_AglaRNAV_|NC_024489.1|
Mirabilis_leaf_curl_India_virus_associated_betasatellite_complete_sequence,_isolate_Pragpur_|NC_024490.1|Mirabilis_jalapa
Mirabilis_leaf_curl_virus,_complete_sequence,_isolate_Pragpur_|NC_024491.1|Mirabilis_jalapa
Senegalese_sole_Iberian_betanodavirus_isolate_SpSsIAusc16003_RNA-dependent_RNA_polymerase_gene,_complete_cds_|NC_024492.1|Solea_senegalensis
Senegalese_sole_Iberian_betanodavirus_isolate_SpSsIAusc16003_coat_protein_gene,_complete_cds_|NC_024493.1|Solea_senegalensis
Heartland_virus_isolate_Patient1_segment_M,_complete_sequence_|NC_024494.1|Homo_sapiens
Heartland_virus_isolate_Patient1_segment_L,_complete_sequence_|NC_024495.1|Homo_sapiens
Heartland_virus_isolate_Patient1_segment_S,_complete_sequence_|NC_024496.1|Homo_sapiens
Lymantria_dispar_iflavirus_1_isolate_Ames,_complete_genome_|NC_024497.1|
Bovine_astrovirus_CH13,_complete_genome_|NC_024498.1|Bos_taurus
Umatilla_virus_isolate_USA1969/01_segment_9,_complete_sequence_|NC_024499.1|Aves
Umatilla_virus_isolate_USA1969/01_segment_10,_complete_sequence_|NC_024500.1|Aves
Gentian_ovary_ring-spot_virus_genomic_RNA,_segment_1,_complete_sequence,_isolate:_S_|NC_024501.1|Gentiana_triflora
Gentian_ovary_ring-spot_virus_genomic_RNA,_segment_2,_complete_sequence,_isolate:_S_|NC_024502.1|Gentiana_triflora
Umatilla_virus_isolate_USA1969/01_segment_1,_complete_sequence_|NC_024503.1|Aves
Umatilla_virus_isolate_USA1969/01_segment_2,_complete_sequence_|NC_024504.1|Aves
Umatilla_virus_isolate_USA1969/01_segment_3,_complete_sequence_|NC_024505.1|Aves
Umatilla_virus_isolate_USA1969/01_segment_4,_complete_sequence_|NC_024506.1|Aves
Umatilla_virus_isolate_USA1969/01_segment_5,_complete_sequence_|NC_024507.1|Aves
Umatilla_virus_isolate_USA1969/01_segment_6,_complete_sequence_|NC_024508.1|Aves
Umatilla_virus_isolate_USA1969/01_segment_7,_complete_sequence_|NC_024509.1|Aves
Umatilla_virus_isolate_USA1969/01_segment_8,_complete_sequence_|NC_024510.1|Aves
Yellow_oat-grass_mosaic_virus_isolate_YOgMV-Sb,_complete_genome_|NC_024471.1|Trisetum_flavescens
Human_astrovirus_BF34,_complete_genome_|NC_024472.1|Homo_sapiens
Vesicular_stomatitis_New_Jersey_virus_isolate_NJ1184HDB,_complete_genome_|NC_024473.1|Bos_taurus
Pigeon_adenovirus_1_complete_genome,_strain_IDA4_|NC_024474.1|Columbidae
Pitaya_virus_X_isolate_P37,_complete_genome_|NC_024458.1|Hylocereus
Faba_bean_necrotic_yellows_virus_segment_DNA-U4,_complete_sequence_|NC_024457.1|Vicia_faba
Armadillidium_vulgare_iridescent_virus_complete_genome_|NC_024451.1|
Chicken_parvovirus_ABU-P1,_complete_genome_|NC_024452.1|
Porcine_bocavirus_1_pig/ZJD/China/2006,_complete_genome_|NC_024453.2|Sus_scrofa
Turkey_parvovirus_1078,_complete_genome_|NC_024454.1|
Yerba_mate_endornavirus_strain_INTA,_complete_genome_|NC_024455.1|Ilex_paraguariensis
Penguinpox_virus_isolate_PSan92,_complete_genome_|NC_024446.1|Spheniscus_demersus
Pigeonpox_virus_isolate_FeP2,_complete_genome_|NC_024447.1|Columba_livia
Cherry_twisted_leaf_associated_virus_isolate_CTLV_8431,_complete_genome_|NC_024449.1|Prunus_avium
Falconid_herpesvirus_1_strain_S-18,_complete_genome_|NC_024450.1|Falco_mexicanus
Cronobacter_phage_CR8,_complete_genome_|NC_024354.1|Cronobacter_sakazakii
Staphylococcus_phage_6ec,_complete_genome_|NC_024355.1|Homo_sapiens
Enterococcus_phage_IME-EFm1,_complete_genome_|NC_024356.1|Enterococcus_faecium
Anabaena_phage_A-4L,_complete_genome_|NC_024358.1|Trichormus_variabilis
Listeria_phage_LP-048,_complete_genome_|NC_024359.1|Listeria_monocytogenes
Pseudomonas_phage_phiPSA2,_complete_genome_|NC_024362.1|Pseudomonas_syringae_pv._actinidiae
Mycobacterium_phage_Manad,_complete_genome_|NC_024363.1|Mycolicibacterium_smegmatis_MC2_155
Mycobacterium_phage_OkiRoe,_complete_genome_|NC_024366.1|Mycolicibacterium_smegmatis_MC2_155
Dinoroseobacter_phage_DFL12phi1,_complete_genome_|NC_024367.1|Dinoroseobacter_shibae
Mycobacterium_phage_Pinto,_complete_genome_|NC_024368.1|Mycolicibacterium_smegmatis_MC2_155
Vibrio_phage_X29,_complete_genome_|NC_024369.2|Vibrio_cholerae
Mycobacterium_phage_Damien,_complete_genome_|NC_024371.1|Mycolicibacterium_smegmatis_MC2_155
Listeria_phage_LP-026,_complete_genome_|NC_024375.1|Listeria_monocytogenes
Sierra_Nevada_virus,_complete_genome_|NC_024376.1|Ornithodoros_coriaceus
Simian_pegivirus_isolate_SPgVkrc_RC08_polyprotein_precursor,_gene,_complete_cds_|NC_024377.1|Piliocolobus_tephrosceles
